X,Y,ObjectId,stop_id,stop_name,latitude,longitude,zone_id,location_type,parent_station,wheelchair_boarding,GlobalID
16.879715,49.375665,143,U12412Z2,Studnice,49.375665,16.879715,240,0,U12412N242,2,{A8E6124F-2307-439D-8283-AFA465A98F9A}
16.887005,49.3590830000001,144,U17447Z2,"Studnice, Doubrava",49.359083,16.887005,745,0,U17447N241,2,{4BD536FC-620B-435F-8F17-93509169BF79}
16.957503,49.300165,145,U17438Z1,"Vyškov, Opatovice, u mlýna",49.300165,16.957503,740,0,U17438N245,2,{A2F7637B-A171-4B6C-9154-A7830286AC18}
16.9543620000001,49.3022520000001,146,U17437Z1,"Vyškov, Opatovice, náves",49.302252,16.954362,740,0,U17437N246,2,{8045E644-DC6E-46EC-8366-A9332D037444}
16.9585720000001,49.300683,147,U17436Z1,"Vyškov, Opatovice, bytovky",49.300683,16.958572,740,0,U17436N247,2,{3A66EAC2-9F1E-44FA-AC8E-8F5EC6CBE2EF}
16.991653,49.275723,148,U17423Z14,"Vyškov, Autobusové nádraží",49.275723,16.991653,740,0,U17423N201,2,{4DFB4A69-1828-4C59-9F21-A6BD0E6E0867}
16.885139,49.203115,149,U17335Z4,"Rousínov, autobusová stanice",49.203115,16.885139,730,0,U17335N209,2,{3F128606-56EE-430D-964E-AA828AEF60BF}
16.8472770000001,49.179512,150,U17346Z2,"Velešovice, obecní úřad",49.179512,16.847277,730,0,U17346N248,2,{AC888D64-2130-4D50-9DC1-3BAC2E519B8D}
16.846278,49.1752730000001,151,U17347Z2,"Velešovice, u hřiště",49.175273,16.846278,730,0,U17347N249,2,{0748D833-00B0-48EC-BDBB-281C1C861569}
16.87922,49.1562280000001,152,U16331Z1,"Slavkov u Brna, poliklinika",49.156228,16.87922,635,0,U16331N250,2,{1820F65E-B26A-4EC3-A94B-B75A6B875212}
16.8761450000001,49.148898,153,U16328Z8,"Slavkov u Brna, aut. st.",49.148898,16.876145,635,0,U16328N115,2,{A169B3E3-1C00-436C-B122-09B3F0111E45}
